transaction_id,amount,hour,country,merchant_category,device,country_risk_score,is_fraud
T001170,38.68,8,CH,restaurant,mobile,0.156,0
T001043,23.97,8,DE,grocery,mobile,0.083,0
T000227,12.85,11,CH,grocery,desktop,0.18,0
T001117,23.7,13,CH,restaurant,desktop,0.146,0
T001331,50.97,20,DE,retail,mobile,0.053,0
T001315,11.17,14,DE,grocery,desktop,0.111,0
T000066,23.5,18,CH,grocery,mobile,0.051,0
T000024,17.7,12,DE,grocery,mobile,0.161,0
T000144,28.67,6,CH,retail,mobile,0.182,0
T000536,14.64,6,DE,grocery,mobile,0.06,0
T000811,18.84,6,CH,restaurant,mobile,0.058,0
T001466,66.82,15,CH,grocery,desktop,0.104,0
T000085,18.15,8,CH,retail,mobile,0.053,0
T001660,54.07,17,CH,fuel,mobile,0.138,0
T001645,31.72,16,CH,retail,pos,0.193,0
T001804,8.32,15,IT,grocery,mobile,0.141,0
T001817,15.93,11,DE,restaurant,mobile,0.114,0
T001576,9.31,17,CH,restaurant,desktop,0.058,0
T001144,22.11,14,FR,retail,pos,0.077,0
T000362,22.98,13,CH,retail,desktop,0.029,0
T001611,9.6,14,FR,retail,mobile,0.143,0
T001865,9.05,11,CH,retail,mobile,0.175,0
T001026,25.1,12,CH,fuel,pos,0.179,0
T001030,21.02,13,FR,grocery,mobile,0.042,0
T001303,15.59,15,CH,retail,pos,0.015,0
T001355,5.18,14,CH,retail,pos,0.042,0
T001730,21.45,19,CH,restaurant,desktop,0.025,0
T000665,26.15,20,CH,restaurant,mobile,0.15,0
T000364,37.12,20,CH,grocery,pos,0.074,0
T000077,20.5,7,DE,grocery,pos,0.155,0
T000027,30.74,21,CH,restaurant,mobile,0.123,0
T001436,21.13,6,DE,restaurant,mobile,0.015,0
T000525,8.31,6,FR,fuel,mobile,0.09,0
T001834,16.99,17,CH,restaurant,desktop,0.137,0
T000055,42.9,22,CH,fuel,mobile,0.108,0
T000638,11.31,15,DE,retail,desktop,0.178,0
T000302,38.41,6,FR,fuel,mobile,0.131,0
T000718,19.72,9,FR,restaurant,mobile,0.193,0
T000624,63.81,7,CH,grocery,desktop,0.016,0
T000007,38.88,11,CH,restaurant,mobile,0.049,0
T000803,18.59,12,CH,retail,mobile,0.121,0
T001049,56.15,11,FR,fuel,pos,0.076,0
T000336,14.95,18,DE,fuel,desktop,0.064,0
T000047,46.26,21,CH,retail,desktop,0.162,0
T001763,9.38,18,FR,grocery,pos,0.06,0
T000106,76.07,8,DE,grocery,pos,0.095,0
T000349,21.58,11,IT,grocery,mobile,0.137,0
T001079,40.86,22,DE,fuel,desktop,0.185,0
T000238,16.49,17,DE,restaurant,pos,0.2,0
T000213,36.26,13,CH,restaurant,pos,0.044,0
T001775,11.11,8,CH,restaurant,desktop,0.18,0
T001138,35.11,18,CH,restaurant,desktop,0.021,0
T000793,11.4,15,CH,restaurant,mobile,0.12,0
T001586,27.27,9,IT,retail,desktop,0.179,0
T001582,13.34,18,DE,fuel,desktop,0.2,0
T001671,19.69,13,CH,restaurant,desktop,0.116,0
T000523,34.55,20,DE,restaurant,mobile,0.051,0
T000232,25.21,15,CH,grocery,mobile,0.012,0
T000644,21.17,6,CH,retail,mobile,0.147,0
T001507,43.52,8,CH,fuel,mobile,0.177,0
T000533,11.86,8,CH,restaurant,desktop,0.035,0
T001941,419.59,4,BR,crypto,unknown,0.841,1
T000603,55.33,22,DE,retail,desktop,0.155,0
T001329,35.16,20,DE,grocery,mobile,0.116,0
T001074,44.6,13,CH,fuel,mobile,0.108,0
T001304,33.85,14,IT,fuel,mobile,0.161,0
T000060,18.4,6,IT,fuel,mobile,0.061,0
T001263,14.12,7,CH,fuel,pos,0.124,0
T000092,16.1,21,CH,restaurant,mobile,0.18,0
T000666,21.05,20,CH,restaurant,desktop,0.169,0
T000280,26.26,17,CH,restaurant,pos,0.064,0
T001113,33.03,19,DE,fuel,pos,0.163,0
T000359,14.93,13,CH,restaurant,desktop,0.089,0
T001128,23.61,18,CH,fuel,mobile,0.091,0
T001169,40.94,8,DE,restaurant,mobile,0.134,0
T000847,107.04,21,CH,restaurant,mobile,0.192,0
T001521,34.79,21,DE,grocery,desktop,0.028,0
T000110,7.76,12,CH,retail,desktop,0.113,0
T000042,22.89,21,CH,fuel,mobile,0.033,0
T000125,91.31,13,CH,retail,mobile,0.115,0
T000204,10.73,7,DE,fuel,mobile,0.147,0
T000052,16.34,20,FR,fuel,pos,0.089,0
T000545,15.21,10,CH,grocery,desktop,0.07,0
T000068,30.48,13,DE,fuel,pos,0.154,0
T001740,23.04,17,CH,fuel,desktop,0.163,0
T001547,29.4,11,CH,grocery,mobile,0.173,0
T000183,32.77,19,CH,retail,mobile,0.13,0
T000137,20.22,22,DE,fuel,desktop,0.024,0
T000899,15.03,8,CH,grocery,mobile,0.127,0
T000796,23.96,20,DE,retail,mobile,0.191,0
T000132,12.97,17,CH,restaurant,desktop,0.057,0
T000080,21.5,9,CH,fuel,mobile,0.192,0
T001986,447.82,2,RU,electronics,unknown,0.603,1
T001540,24.13,17,CH,fuel,mobile,0.11,0
T000541,12.46,6,DE,fuel,desktop,0.035,0
T001668,40.62,11,DE,restaurant,mobile,0.03,0
T000983,23.84,22,IT,fuel,mobile,0.014,0
T000165,31.43,6,CH,retail,desktop,0.166,0
T000248,70.76,15,CH,fuel,desktop,0.119,0
T000446,30.57,13,CH,restaurant,desktop,0.184,0
T001514,23.35,14,CH,restaurant,pos,0.019,0
T000858,17.61,16,CH,retail,pos,0.032,0
T001211,16.19,7,CH,restaurant,mobile,0.129,0
T000097,28.69,15,CH,grocery,mobile,0.17,0
T001973,105.27,1,BR,electronics,unknown,0.707,1
T000737,44.24,21,CH,retail,mobile,0.055,0
T001255,11.87,10,CH,restaurant,pos,0.075,0
T000102,19.97,18,DE,fuel,desktop,0.161,0
T000434,60.43,21,IT,grocery,desktop,0.099,0
T000074,5.09,7,CH,grocery,desktop,0.093,0
T001791,26.29,14,CH,restaurant,desktop,0.144,0
T001234,15.15,14,CH,grocery,mobile,0.101,0
T000918,18.77,13,CH,grocery,mobile,0.075,0
T001711,22.82,11,CH,restaurant,mobile,0.192,0
T001670,21.26,15,CH,restaurant,desktop,0.107,0
T001620,26.26,15,DE,fuel,mobile,0.067,0
T000762,113.98,6,DE,grocery,mobile,0.118,0
T000989,24.93,11,CH,fuel,pos,0.141,0
T000388,43.39,9,CH,restaurant,pos,0.145,0
T000235,35.89,20,IT,retail,mobile,0.081,0
T001506,37.26,15,DE,grocery,pos,0.164,0
T000267,10.4,16,CH,retail,mobile,0.024,0
T001187,21.44,9,CH,grocery,mobile,0.122,0
T000117,12.17,15,CH,retail,desktop,0.044,0
T001606,26.41,12,CH,retail,pos,0.138,0
T000673,19.63,18,DE,fuel,mobile,0.08,0
T000249,31.28,20,CH,grocery,desktop,0.142,0
T001452,28.35,18,CH,restaurant,mobile,0.042,0
T001994,340.56,2,RU,crypto,emulator,0.774,1
T000094,19.39,13,CH,retail,pos,0.167,0
T000033,13.01,22,CH,retail,mobile,0.111,0
T001463,14.73,12,CH,retail,desktop,0.079,0
T001667,18.12,7,CH,restaurant,pos,0.065,0
T000448,18.02,7,CH,restaurant,mobile,0.162,0
T000716,26.27,11,CH,grocery,pos,0.187,0
T001809,41.97,21,CH,grocery,pos,0.153,0
T001517,35.82,10,CH,fuel,desktop,0.08,0
T000000,33.05,16,CH,grocery,desktop,0.069,0
T001375,21.64,6,DE,fuel,pos,0.189,0
T001101,4.32,13,FR,retail,mobile,0.137,0
T001108,16.87,10,CH,restaurant,mobile,0.159,0
T001226,25.19,14,DE,grocery,pos,0.066,0
T000082,59.55,16,IT,grocery,desktop,0.052,0
T001288,12.65,6,DE,restaurant,mobile,0.183,0
T000676,12.6,22,CH,grocery,mobile,0.196,0
T001920,7.48,13,DE,fuel,mobile,0.015,0
T001046,36.28,7,CH,fuel,desktop,0.096,0
T000770,37.51,10,CH,grocery,mobile,0.162,0
T001946,41.86,3,BR,travel,emulator,0.946,1
T001280,26.58,19,CH,retail,mobile,0.03,0
T001580,27.67,15,CH,fuel,desktop,0.19,0
T001488,9.82,11,DE,fuel,mobile,0.093,0
T000404,18.73,6,DE,retail,pos,0.053,0
T001727,39.84,13,IT,grocery,mobile,0.128,0
T001298,28.8,17,IT,retail,pos,0.03,0
T001340,27.01,9,DE,fuel,desktop,0.146,0
T000104,22.27,7,DE,grocery,mobile,0.099,0
T000688,37.58,6,CH,fuel,mobile,0.104,0
T001305,14.31,13,CH,fuel,mobile,0.124,0
T000826,63.29,22,CH,fuel,mobile,0.016,0
T000062,12.63,10,DE,restaurant,mobile,0.168,0
T000852,16.74,19,DE,fuel,mobile,0.109,0
T001353,38.69,11,FR,retail,mobile,0.167,0
T000223,9.32,15,CH,fuel,mobile,0.143,0
T000145,39.22,16,CH,restaurant,desktop,0.111,0
T001088,21.0,11,DE,fuel,mobile,0.121,0
T000373,43.62,9,CH,retail,desktop,0.169,0
T001420,33.89,17,CH,retail,desktop,0.015,0
T001142,22.42,18,CH,fuel,pos,0.065,0
T001826,12.75,8,FR,restaurant,desktop,0.099,0
T001494,61.88,22,DE,restaurant,mobile,0.077,0
T001601,55.98,16,DE,grocery,desktop,0.174,0
T001270,47.22,11,IT,retail,mobile,0.12,0
T000009,33.97,21,CH,restaurant,pos,0.112,0
T000449,12.99,15,IT,fuel,pos,0.184,0
T000708,7.03,16,CH,restaurant,pos,0.194,0
T000255,18.35,6,CH,restaurant,mobile,0.023,0
T000882,18.29,16,CH,retail,desktop,0.165,0
T000389,17.35,14,CH,fuel,mobile,0.04,0
T000908,36.14,9,CH,restaurant,mobile,0.089,0
T000924,50.25,17,CH,retail,mobile,0.064,0
T001703,47.74,12,CH,restaurant,mobile,0.043,0
T001232,23.27,7,CH,fuel,mobile,0.112,0
T000460,79.75,13,IT,grocery,mobile,0.198,0
T001269,51.5,7,DE,restaurant,mobile,0.038,0
T001759,54.0,10,CH,restaurant,mobile,0.077,0
T001168,35.05,11,CH,grocery,pos,0.128,0
T000958,34.53,10,CH,fuel,mobile,0.18,0
T000501,77.14,22,IT,fuel,pos,0.012,0
T000739,45.09,22,CH,fuel,pos,0.133,0
T001849,31.7,14,CH,fuel,pos,0.13,0
T000868,36.42,9,CH,retail,desktop,0.075,0
T000731,13.64,8,CH,restaurant,mobile,0.182,0
T000539,17.35,9,CH,restaurant,pos,0.115,0
T001201,18.96,18,DE,retail,mobile,0.118,0
T000697,11.58,8,DE,retail,pos,0.146,0
T001392,82.11,22,CH,grocery,mobile,0.045,0
T001376,16.42,6,CH,restaurant,desktop,0.109,0
T001145,24.76,17,IT,fuel,desktop,0.073,0
T001031,9.01,17,FR,grocery,desktop,0.144,0
T000372,58.6,15,DE,restaurant,mobile,0.178,0
T000667,60.49,9,FR,fuel,desktop,0.19,0
T001525,47.15,15,DE,retail,mobile,0.036,0
T000357,20.63,7,CH,grocery,pos,0.018,0
T000967,72.28,11,DE,restaurant,mobile,0.112,0
T000783,35.39,18,CH,fuel,desktop,0.118,0
T000735,32.58,11,CH,restaurant,mobile,0.109,0
T001035,63.08,19,CH,grocery,desktop,0.176,0
T000970,26.49,16,CH,grocery,pos,0.092,0
T001524,19.62,19,CH,grocery,mobile,0.152,0
T001486,10.47,10,IT,retail,pos,0.052,0
T001523,13.8,15,CH,retail,pos,0.07,0
T001490,17.62,8,CH,restaurant,mobile,0.118,0
T001642,23.39,17,CH,restaurant,mobile,0.194,0
T001252,7.42,13,CH,restaurant,pos,0.166,0
T001693,10.94,12,IT,fuel,pos,0.093,0
T001749,44.73,19,DE,restaurant,desktop,0.122,0
T001236,67.13,17,FR,restaurant,mobile,0.049,0
T000885,74.29,7,DE,grocery,mobile,0.026,0
T000079,7.44,19,DE,grocery,desktop,0.118,0
T001172,26.12,7,CH,fuel,mobile,0.151,0
T000814,45.56,13,CH,grocery,mobile,0.044,0
T001285,11.04,15,CH,retail,mobile,0.14,0
T000671,7.07,14,CH,fuel,desktop,0.039,0
T001531,8.49,7,CH,fuel,desktop,0.079,0
T000057,20.38,12,CH,restaurant,mobile,0.055,0
T000133,32.59,22,CH,retail,desktop,0.127,0
T001140,20.52,14,FR,grocery,mobile,0.067,0
T000933,6.56,20,CH,grocery,mobile,0.198,0
T001684,12.09,7,CH,restaurant,desktop,0.2,0
T000823,19.73,20,IT,retail,mobile,0.144,0
T001214,20.55,18,CH,restaurant,desktop,0.126,0
T000504,16.6,13,IT,grocery,pos,0.135,0
T001774,15.71,19,CH,retail,mobile,0.151,0
T000347,10.54,10,IT,restaurant,pos,0.014,0
T000386,30.12,18,FR,retail,pos,0.141,0
T001024,69.17,15,CH,restaurant,mobile,0.139,0
T000894,56.22,10,CH,retail,mobile,0.076,0
T000828,19.07,22,FR,retail,desktop,0.089,0
T001892,18.88,13,CH,fuel,pos,0.022,0
T000475,21.13,21,CH,retail,mobile,0.078,0
T001470,50.3,11,CH,fuel,mobile,0.062,0
T001447,34.88,13,CH,restaurant,mobile,0.171,0
T001581,48.87,12,DE,restaurant,pos,0.053,0
T000652,20.88,6,FR,grocery,mobile,0.199,0
T000172,23.42,17,CH,restaurant,desktop,0.046,0
T001149,14.76,8,CH,grocery,mobile,0.2,0
T000038,11.06,10,FR,fuel,pos,0.105,0
T000713,31.17,14,FR,fuel,desktop,0.089,0
T000090,26.0,18,CH,retail,mobile,0.063,0
T001936,28.57,17,FR,fuel,desktop,0.017,0
T001205,25.14,20,CH,grocery,desktop,0.099,0
T000875,72.0,20,CH,grocery,pos,0.126,0
T001351,8.32,10,DE,restaurant,mobile,0.123,0
T001889,24.32,12,IT,restaurant,mobile,0.114,0
T001093,25.31,10,CH,fuel,mobile,0.199,0
T001155,44.97,18,CH,restaurant,pos,0.097,0
T001781,23.34,11,DE,retail,mobile,0.147,0
T001958,123.85,0,US,travel,unknown,0.652,1
T000499,10.7,6,CH,restaurant,mobile,0.088,0
T000338,31.43,17,CH,fuel,mobile,0.098,0
T001188,34.13,18,FR,restaurant,mobile,0.13,0
T000028,17.11,14,CH,fuel,desktop,0.07,0
T001217,29.0,16,CH,fuel,pos,0.085,0
T001399,16.54,19,CH,grocery,pos,0.071,0
T001820,22.67,11,IT,grocery,pos,0.138,0
T000945,12.91,20,CH,grocery,mobile,0.094,0
T000169,15.61,9,CH,grocery,mobile,0.121,0
T001404,44.6,22,CH,restaurant,pos,0.123,0
T001197,34.17,20,CH,fuel,desktop,0.014,0
T001253,30.71,11,CH,restaurant,desktop,0.187,0
T001613,23.41,10,IT,retail,mobile,0.088,0
T000912,28.49,17,CH,retail,desktop,0.111,0
T000491,59.62,15,CH,retail,desktop,0.101,0
T000953,58.34,6,DE,restaurant,mobile,0.065,0
T001097,7.4,17,IT,fuel,pos,0.198,0
T001032,31.17,20,CH,grocery,mobile,0.065,0
T000587,14.73,6,CH,retail,desktop,0.111,0
T000750,14.1,17,IT,grocery,mobile,0.026,0
T000657,24.18,19,CH,restaurant,mobile,0.16,0
T000234,88.8,8,CH,retail,desktop,0.127,0
T000732,31.34,19,CH,retail,pos,0.068,0
T001988,45.15,4,CN,crypto,emulator,0.667,1
T001632,16.67,21,FR,restaurant,pos,0.137,0
T001156,16.23,18,CH,grocery,mobile,0.168,0
T001469,32.03,15,CH,restaurant,mobile,0.113,0
T001424,13.11,17,CH,grocery,desktop,0.059,0
T001627,52.91,7,CH,retail,desktop,0.19,0
T000934,31.94,8,CH,fuel,mobile,0.14,0
T001209,70.09,22,DE,restaurant,mobile,0.086,0
T001065,12.53,18,CH,grocery,pos,0.161,0
T000108,28.63,19,DE,fuel,desktop,0.13,0
T001542,66.47,16,DE,grocery,mobile,0.115,0
T000568,7.98,22,CH,grocery,desktop,0.057,0
T001167,34.41,11,IT,fuel,pos,0.07,0
T001174,15.61,11,CH,retail,desktop,0.021,0
T000890,40.14,21,DE,fuel,desktop,0.12,0
T000947,16.2,9,CH,fuel,mobile,0.102,0
T001048,59.5,22,CH,retail,pos,0.026,0
T001352,33.95,18,CH,grocery,mobile,0.166,0
T001777,23.99,20,IT,retail,pos,0.082,0
T001446,17.86,9,CH,grocery,mobile,0.14,0
T000884,36.93,16,CH,retail,desktop,0.047,0
T001672,19.39,6,CH,grocery,mobile,0.088,0
T000850,16.88,14,CH,restaurant,desktop,0.156,0
T000734,45.49,6,CH,restaurant,desktop,0.014,0
T000717,26.85,13,CH,retail,mobile,0.075,0
T000454,17.85,18,CH,restaurant,mobile,0.137,0
T000264,21.08,9,FR,retail,mobile,0.064,0
T000075,40.17,13,CH,retail,mobile,0.073,0
T001657,54.09,16,DE,fuel,desktop,0.028,0
T000444,11.22,8,CH,grocery,mobile,0.141,0
T000395,18.51,8,DE,fuel,mobile,0.013,0
T000176,24.72,10,DE,retail,mobile,0.02,0
T001042,46.86,11,CH,grocery,mobile,0.082,0
T001735,9.3,18,CH,restaurant,mobile,0.012,0
T001401,33.85,13,CH,fuel,mobile,0.177,0
T001380,36.85,22,FR,grocery,mobile,0.084,0
T000595,18.07,15,DE,retail,mobile,0.092,0
T000061,21.95,9,IT,retail,mobile,0.112,0
T001296,42.58,20,CH,grocery,desktop,0.026,0
T000872,10.72,7,DE,fuel,desktop,0.112,0
T001489,52.33,21,CH,restaurant,mobile,0.144,0
T001878,8.93,11,CH,grocery,desktop,0.052,0
T000278,25.58,18,CH,retail,desktop,0.146,0
T000036,27.81,11,FR,restaurant,desktop,0.166,0
T001975,59.42,2,US,gift_cards,emulator,0.731,1
T000662,24.06,22,CH,retail,pos,0.018,0
T001953,140.45,1,US,electronics,vpn,0.689,1
T001444,31.18,20,FR,grocery,desktop,0.087,0
T000977,5.73,8,CH,fuel,mobile,0.016,0
T001571,11.56,13,CH,fuel,mobile,0.019,0
T000738,66.64,10,CH,retail,mobile,0.12,0
T000191,41.01,18,CH,retail,mobile,0.021,0
T000919,27.56,13,CH,fuel,pos,0.113,0
T000456,23.01,14,IT,retail,desktop,0.106,0
T000675,15.38,12,CH,fuel,mobile,0.136,0
T000760,17.37,12,CH,fuel,mobile,0.184,0
T001807,33.29,18,DE,retail,mobile,0.169,0
T001602,16.65,9,CH,fuel,mobile,0.107,0
T000728,17.75,9,FR,restaurant,mobile,0.06,0
T000412,9.77,22,CH,restaurant,pos,0.183,0
T001098,42.51,13,CH,retail,mobile,0.146,0
T000825,58.68,21,CH,restaurant,mobile,0.103,0
T001639,12.93,9,CH,fuel,mobile,0.075,0
T000616,26.2,12,CH,grocery,mobile,0.068,0
T000114,21.86,18,CH,fuel,desktop,0.059,0
T000417,26.3,10,DE,fuel,desktop,0.078,0
T001910,69.37,7,CH,fuel,mobile,0.012,0
T000969,10.4,13,CH,fuel,desktop,0.08,0
T000604,31.44,22,DE,restaurant,mobile,0.121,0
T001918,22.18,11,CH,fuel,mobile,0.088,0
T000089,33.38,7,CH,grocery,pos,0.132,0
T000848,16.73,14,CH,restaurant,pos,0.05,0
T001519,74.62,7,DE,retail,mobile,0.072,0
T001917,16.9,11,CH,restaurant,mobile,0.071,0
T000753,46.16,19,CH,retail,mobile,0.048,0
T000498,14.51,22,DE,retail,mobile,0.098,0
T001276,98.65,18,CH,retail,mobile,0.109,0
T001325,7.5,8,DE,fuel,mobile,0.143,0
T000011,18.55,17,IT,restaurant,pos,0.106,0
T000396,8.78,8,CH,retail,mobile,0.039,0
T000284,88.22,10,CH,fuel,pos,0.033,0
T001066,11.28,20,CH,fuel,pos,0.185,0
T001191,11.02,22,CH,fuel,desktop,0.161,0
T001744,14.06,17,CH,retail,desktop,0.066,0
T000690,19.76,21,FR,restaurant,pos,0.158,0
T001752,16.57,6,CH,fuel,mobile,0.011,0
T001875,56.68,15,CH,retail,pos,0.147,0
T000689,32.03,16,CH,fuel,mobile,0.089,0
T000851,17.58,12,CH,grocery,mobile,0.175,0
T000159,36.38,6,CH,grocery,mobile,0.177,0
T000895,36.21,21,CH,fuel,mobile,0.147,0
T001575,24.01,20,IT,restaurant,pos,0.151,0
T000257,16.05,17,CH,retail,mobile,0.013,0
T000335,22.46,16,CH,fuel,desktop,0.168,0
T001879,15.13,6,CH,grocery,desktop,0.026,0
T001039,45.98,20,DE,retail,pos,0.138,0
T000515,38.6,18,CH,restaurant,pos,0.138,0
T001348,10.8,16,IT,restaurant,pos,0.074,0
T001015,27.63,11,IT,fuel,pos,0.172,0
T000768,16.84,12,FR,restaurant,mobile,0.071,0
T001746,44.04,10,CH,restaurant,desktop,0.09,0
T000761,26.4,21,CH,fuel,desktop,0.099,0
T001246,25.04,15,CH,grocery,pos,0.198,0
T001203,33.99,13,IT,retail,pos,0.104,0
T001467,31.09,21,CH,fuel,pos,0.124,0
T001983,110.43,5,CN,gift_cards,emulator,0.728,1
T000521,33.99,17,DE,restaurant,desktop,0.105,0
T000022,25.55,20,FR,fuel,pos,0.056,0
T000356,24.26,21,CH,fuel,pos,0.04,0
T001277,31.06,22,CH,retail,mobile,0.142,0
T001312,56.49,20,DE,retail,desktop,0.16,0
T001682,14.26,21,CH,grocery,mobile,0.1,0
T000340,14.98,14,CH,grocery,pos,0.043,0
T000431,7.22,18,CH,grocery,mobile,0.185,0
T000473,55.71,18,CH,restaurant,mobile,0.086,0
T000217,21.28,8,DE,restaurant,desktop,0.012,0
T000911,27.98,15,IT,retail,desktop,0.061,0
T001227,22.46,20,DE,restaurant,desktop,0.047,0
T001596,35.57,10,CH,retail,mobile,0.079,0
T001011,27.62,17,DE,retail,mobile,0.057,0
T001949,652.77,4,US,crypto,unknown,0.659,1
T000093,20.15,7,CH,fuel,desktop,0.108,0
T001008,46.05,7,DE,grocery,mobile,0.151,0
T001070,23.85,10,FR,restaurant,mobile,0.045,0
T001092,37.96,8,FR,fuel,desktop,0.121,0
T001914,8.33,12,CH,retail,pos,0.019,0
T001308,47.07,10,IT,restaurant,desktop,0.107,0
T000696,29.83,19,CH,fuel,mobile,0.051,0
T001827,57.2,13,CH,grocery,pos,0.174,0
T000996,72.14,8,CH,fuel,mobile,0.179,0
T000153,28.2,22,CH,fuel,desktop,0.142,0
T001099,30.2,16,CH,fuel,desktop,0.041,0
T001718,37.55,6,CH,grocery,pos,0.04,0
T001997,153.93,2,US,crypto,unknown,0.875,1
T000789,9.06,17,CH,grocery,mobile,0.084,0
T000580,30.06,21,FR,fuel,mobile,0.154,0
T000703,10.54,19,DE,restaurant,mobile,0.048,0
T001212,15.94,22,FR,fuel,desktop,0.064,0
T001295,23.12,14,FR,grocery,pos,0.089,0
T001665,24.2,22,CH,fuel,pos,0.03,0
T001260,34.29,8,DE,fuel,mobile,0.19,0
T000487,12.82,7,CH,restaurant,pos,0.091,0
T000559,19.06,10,CH,restaurant,mobile,0.137,0
T001141,56.0,13,CH,grocery,mobile,0.115,0
T001119,46.08,8,CH,restaurant,pos,0.019,0
T000801,18.0,16,CH,fuel,desktop,0.071,0
T000512,21.26,7,CH,fuel,mobile,0.049,0
T000633,18.99,14,CH,fuel,desktop,0.147,0
T001921,38.43,10,IT,fuel,mobile,0.181,0
T001787,15.62,10,FR,retail,desktop,0.011,0
T001545,32.5,8,DE,retail,desktop,0.038,0
T001150,13.53,21,CH,restaurant,mobile,0.158,0
T000790,31.75,6,CH,restaurant,pos,0.085,0
T000116,24.03,15,CH,retail,mobile,0.022,0
T000740,8.13,15,CH,fuel,mobile,0.141,0
T001690,34.88,15,CH,fuel,desktop,0.087,0
T001081,19.89,15,IT,grocery,pos,0.078,0
T000830,10.95,18,IT,fuel,desktop,0.092,0
T000119,38.52,13,FR,retail,pos,0.104,0
T000656,24.74,18,CH,fuel,mobile,0.139,0
T001907,12.48,14,CH,grocery,mobile,0.112,0
T000635,9.09,7,CH,retail,desktop,0.1,0
T000369,15.43,17,FR,grocery,mobile,0.062,0
T000268,18.84,13,DE,retail,mobile,0.138,0
T000655,25.42,14,IT,fuel,desktop,0.166,0
T000935,18.15,11,DE,grocery,mobile,0.132,0
T000822,97.45,21,DE,restaurant,mobile,0.155,0
T000866,29.12,20,CH,grocery,mobile,0.107,0
T000046,18.61,15,IT,retail,desktop,0.021,0
T001373,9.32,10,CH,restaurant,pos,0.012,0
T001708,22.66,19,FR,retail,mobile,0.068,0
T000991,7.21,22,CH,fuel,mobile,0.094,0
T000876,17.98,15,CH,fuel,mobile,0.144,0
T000773,43.97,17,CH,restaurant,mobile,0.159,0
T001219,88.86,22,CH,grocery,mobile,0.118,0
T001999,275.31,2,RU,gift_cards,emulator,0.791,1
T000004,21.32,14,CH,restaurant,pos,0.115,0
T001003,16.64,15,IT,fuel,pos,0.014,0
T001723,35.49,18,CH,grocery,desktop,0.092,0
T000263,13.27,12,IT,grocery,mobile,0.179,0
T001569,17.86,22,CH,retail,desktop,0.064,0
T001830,37.52,12,CH,grocery,mobile,0.179,0
T000443,23.26,6,CH,grocery,desktop,0.17,0
T001002,25.43,7,DE,fuel,desktop,0.046,0
T001077,18.98,12,FR,retail,mobile,0.027,0
T000837,13.48,6,CH,restaurant,mobile,0.017,0
T001790,7.96,18,CH,grocery,desktop,0.07,0
T000304,24.23,20,DE,retail,desktop,0.145,0
T001365,22.31,13,FR,restaurant,desktop,0.034,0
T001557,15.15,12,CH,grocery,desktop,0.135,0
T000313,39.97,6,FR,retail,mobile,0.028,0
T000149,29.32,9,CH,retail,mobile,0.043,0
T001148,63.86,12,CH,restaurant,desktop,0.184,0
T001213,41.97,12,CH,fuel,desktop,0.194,0
T000574,40.35,11,CH,retail,desktop,0.148,0
T000050,29.8,14,IT,restaurant,mobile,0.074,0
T001552,14.49,21,CH,grocery,desktop,0.085,0
T000726,24.81,12,DE,restaurant,mobile,0.1,0
T000833,15.48,8,FR,retail,mobile,0.152,0
T001377,45.78,15,CH,fuel,pos,0.199,0
T001115,30.54,11,DE,fuel,mobile,0.08,0
T001166,56.29,18,CH,retail,desktop,0.099,0
T000470,20.8,20,CH,fuel,mobile,0.184,0
T000971,16.3,6,IT,restaurant,desktop,0.035,0
T000653,12.63,15,CH,grocery,mobile,0.16,0
T000399,51.56,19,CH,retail,mobile,0.107,0
T000511,23.8,22,FR,grocery,desktop,0.086,0
T000320,26.0,11,DE,fuel,mobile,0.017,0
T000019,10.51,22,CH,fuel,mobile,0.143,0
T000684,11.78,7,CH,retail,mobile,0.145,0
T000035,11.79,13,CH,grocery,pos,0.065,0
T000902,24.96,12,DE,fuel,mobile,0.134,0
T001778,18.96,6,CH,restaurant,desktop,0.043,0
T000827,17.93,12,CH,fuel,mobile,0.129,0
T001853,42.58,6,CH,grocery,desktop,0.179,0
T000407,22.52,16,CH,fuel,pos,0.039,0
T000920,46.72,18,CH,grocery,mobile,0.138,0
T000537,19.48,19,CH,restaurant,mobile,0.041,0
T000758,14.66,22,IT,restaurant,mobile,0.091,0
T001904,23.0,19,CH,restaurant,desktop,0.15,0
T001062,48.87,16,DE,grocery,desktop,0.187,0
T001199,55.62,22,CH,retail,pos,0.037,0
T000245,20.07,22,FR,grocery,mobile,0.136,0
T001416,25.39,19,FR,grocery,pos,0.072,0
T001127,15.6,14,CH,grocery,mobile,0.189,0
T000784,34.33,22,CH,fuel,mobile,0.168,0
T001742,25.59,14,CH,grocery,mobile,0.059,0
T000489,41.64,22,DE,fuel,desktop,0.108,0
T000154,29.25,11,DE,fuel,mobile,0.178,0
T000961,54.46,11,CH,restaurant,pos,0.171,0
T000853,50.07,7,CH,fuel,pos,0.199,0
T001311,40.07,22,FR,restaurant,mobile,0.124,0
T000625,18.05,8,CH,retail,mobile,0.026,0
T000685,37.63,13,CH,retail,pos,0.12,0
T001561,15.67,12,CH,grocery,mobile,0.108,0
T000569,19.87,17,CH,grocery,desktop,0.025,0
T001908,11.98,9,CH,restaurant,desktop,0.192,0
T000017,29.62,20,CH,grocery,desktop,0.087,0
